ردیف,نام کالا,برند,قیمت فروش به ریال
5058,شیشه آینه پراید رفلکس با چسب و نگهدارنده -چپ,JPA,"1,738,800"
5059,شیشه آینه پراید رفلکس با چسب و نگهدارنده -راست,JPA,"1,738,800"
5060,شیشه آینه پژو206 رفلکس با چسب و نگهدارنده -راست,JPA,"1,932,000"
5061,شیشه آینه پژو206 رفلکس با گرمکن -چپ,JPA,"3,039,680"
5062,شیشه آینه پژو206 رفلکس با گرمکن -راست,JPA,"3,039,680"
5063,شیشه آینه پژو405 رفلکس با چسب و نگهدارنده -چپ,JPA,"1,738,800"
5064,شیشه آینه پژو405 رفلکس با چسب و نگهدارنده -راست,JPA,"1,738,800"
5065,شیشه آینه پژو405 طرح جدید رفلکس با چسب و نگهدارنده -چپ,JPA,"1,970,640"
5066,شیشه آینه پژو پارس جدید رفلکس با گرمکن -چپ,JPA,"2,962,400"
5067,شیشه آینه پژو پارس قدیم رفلکس با گرمکن -چپ,JPA,"2,962,400"
5068,شیشه آینه تیبا رفلکس با چسب و نگهدارنده -راست,JPA,"1,880,480"
5069,شیشه آینه سمند رفلکس با چسب و نگهدارنده -چپ,JPA,"1,932,000"
5070,شیشه آینه سمند رفلکس با چسب و نگهدارنده -راست,JPA,"1,932,000"
5071,شیشه آینه سمند رفلکس با گرمکن -چپ,JPA,"2,691,920"
5072,شیشه آینه سمند رفلکس با گرمکن -راست,JPA,"2,691,920"
5073,شیشه باالبر برقی پارس -عقب چپ,JPA,"28,297,360"
5074,شیشه باالبر برقی پارس -عقب راست,JPA,"28,297,360"
5075,شیشه باالبر برقی پراید - جلو چپ(زانتیایی),JPA,"28,297,360"
5076,شیشه باالبر برقی پراید - جلو راست(زانتیایی),JPA,"28,297,360"
5077,شیشه باالبر برقی پژو206 -جلو چپ,JPA,"35,252,560"
5078,شیشه باالبر برقی پژو206 -جلو راست,JPA,"35,252,560"
5079,شیشه باالبر برقی پژو405 و پارس -جلو چپ,JPA,"28,297,360"
5080,شیشه باالبر برقی پژو405 و پارس -جلو راست,JPA,"28,297,360"
5081,شیشه باالبر برقی تیبا - جلو راست(زانتیایی),JPA,"28,297,360"
5082,شیشه باالبر برقی سمند -جلو چپ,JPA,"28,297,360"
5083,شیشه باالبر برقی سمند -جلو راست,JPA,"28,297,360"
5084,شیشه باالبر برقی سمند -عقب چپ,JPA,"28,297,360"
5085,شیشه باالبر برقی سمند -عقب راست,JPA,"28,297,360"
5086,شیشه باالبر دستی405 با اسفنج -عقب چپ,JPA,"10,304,000"
5087,شیشه باالبر دستی405 با اسفنج -عقب راست,JPA,"10,304,000"
5088,شیشه باالبر دونقطه ای برقی جلو چپ تارا( پژو301),JPA,"75,541,200"
5089,شیشه لچکی پراید111 -چپ,JPA,"15,224,160"
5090,شیشه لچکی پراید131 -راست,JPA,"15,224,160"
5091,شیلنگU بای پس پراید -جنس اصلی,JPA,"650,440"
5092,شیلنگ آب از رادیاتور به منبع انبساط تیبا,JPA,"1,893,360"
5093,شیلنگ آبریز کولر پراید,JPA,"1,014,944"
5094,شیلنگ آبریز کولر تیبا,JPA,"816,592"
5095,شیلنگ آرامش پراید,JPA,"1,919,120"
5096,شیلنگ باک پژو405,JPA,"7,496,160"
5097,شیلنگ بخار روغن پراید انژکتور,JPA,"895,160"
5098,شیلنگ بخار روغن پراید کاربراتور,JPA,"1,339,520"
5099,شیلنگ بخاری206 - خروجی(کوتاه) -با پیچ هواگیری,JPA,"8,050,000"
5100,شیلنگ بخاری206 (TU3) - ورودی(بلند) -روکش دار,JPA,"6,543,040"
5101,شیلنگ بخاری405 - خروجی(بلند),JPA,"11,360,160"
5102,شیلنگ بخاری405 - ورودی(کوتاه),JPA,"4,211,760"
5103,شیلنگ بخاری405 گازسوز - خروجی(بلند),JPA,"14,039,200"
5104,شیلنگ بخاری405 گازسوز - ورودی(کوتاه),JPA,"7,122,640"
5105,شیلنگ بخاریR2 ( سمند و405 TU5) -باال - ورودی(کوتاه),JPA,"5,486,880"
5106,شیلنگ بخاریR2 ( سمند و405 TU5) -پایین - خروجی(بلند),JPA,"15,095,360"
5107,شیلنگ بخاریROA -بلند - خروجی(بنزین سوز),JPA,"4,404,960"
5108,شیلنگ بخاریROA -کوتاه,JPA,"2,176,720"
5109,شیلنگ بخاریROA -متوسط,JPA,"2,807,840"
5110,شیلنگ بخاری پراید انژکتوری - راست( یورو2),JPA,"1,816,080"
5111,شیلنگ بخاری پراید انژکتوری - کج( یورو2),JPA,"1,725,920"
5112,شیلنگ بخاری پراید انژکتوری - کج( یورو4),JPA,"1,970,640"
5113,شیلنگ بخاری پراید کاربراتوری -راست,JPA,"1,803,200"
5114,شیلنگ بخاری پراید کاربراتوری -کج,JPA,"2,060,800"
5115,شیلنگ بخاری پژو206 تیپ6 -با پیچ هواگیری,JPA,"8,294,720"
5116,شیلنگ بخاری پیکان - راست(ورودی) - باال(به ترموستات),JPA,"4,469,360"
5117,شیلنگ بخاری پیکان - کج(خروجی) - پایین(به واتر پمپ),JPA,"4,469,360"
5118,شیلنگ بخاری تندر90 - ورودی(کوتاه),JPA,"4,726,960"
5119,شیلنگ بخاری تیبا - کج(بلند) - شماره1,JPA,"2,125,200"
5120,شیلنگ بخاری تیبا گازسوز -راست,JPA,"2,292,640"
5121,شیلنگ بخاری تیبا گازسوز- کج,JPA,"2,292,640"
5122,شیلنگ بخاری تیبا و پراید یورو 4- راست (کوتاه- شماره 2,JPA,"1,970,640"
5123,شیلنگ بخاری سمند EF7 و دنا- خروجی,JPA,"3,593,520"
5124,شیلنگ بخاری سمند EF7 و دنا- ورودی,JPA,"3,284,400"
5125,شیلنگ بخاری نیسان سایپا انژکتور- راست,JPA,"2,640,400"
5126,شیلنگ بخاری نیسان سایپا انژکتور- کج,JPA,"1,996,400"
5127,شیلنگ بخاری نیسان سایپا کاربراتور- راست,JPA,"1,816,080"
5128,شیلنگ بخاری نیسان سایپا کاربراتور- کج,JPA,"1,661,520"
5129,شیلنگ پمپ بنزین پژو 405 و 206 (طول 18 سانت),JPA,"1,072,904"
5130,شیلنگ پمپ بنزین تیبا (طول 23 سانت),JPA,"1,067,752"
5131,شیلنگ پمپ هیدرولیک فرمان R2- برگشت (فشار ضعیف),JPA,"16,795,520"
5132,شیلنگ پمپ هیدرولیک فرمان پژو 405- برگشت (فشار ضعیف),JPA,"8,513,680"
5133,شیلنگ پمپ هیدرولیک فرمان پژو 405- رف (60 سانتی متری),JPA,"2,691,920"
5134,شیلنگ پمپ هیدرولیک فرمان سمند EF7- برگشت (فشار ضعیف),JPA,"10,072,160"
5135,شیلنگ تخلیه آب کولر (اواپراتور کولر) سمند و پژو 405 قدیم (مدل 91 ب JPA,JPA,"2,395,680"
5136,شیلنگ تخلیه آب کولر (اواپراتور کولر) سمند و پژو 405 جدید (مدل 91 ب JPA,JPA,"2,395,680"
5137,شیلنگ تخلیه بخار روغن به منیفولد پژو 405- بنزین سوز,JPA,"3,323,040"
5138,شیلنگ تخلیه بخار روغن به منیفولد پژو 405- گازسوز,JPA,"3,657,920"
5139,شیلنگ تخلیه بخار روغن ورودی هوا به هواکش پژو 405- بنزین سوز,JPA,"4,817,120"
5140,شیلنگ تخلیه بخار روغن ورودی هوا به هواکش پژو 405- گاز سوز,JPA,"3,580,640"
5141,شیلنگ ترمز جلو تیبا,JPA,"15,121,120"
5142,شیلنگ ترمز چرخ جلو پراید,JPA,"15,056,720"
5143,شیلنگ ترمز چرخ جلو پژو 206,JPA,"14,644,560"
5144,شیلنگ ترمز چرخ جلو پژو 405,JPA,"15,301,440"
5145,شیلنگ ترمز چرخ جلو پیکان,JPA,"9,080,400"
5146,شیلنگ ترمز چرخ عقب پژو 206,JPA,"10,304,000"
5147,شیلنگ ترمز چرخ عقب پژو 405,JPA,"9,479,680"
5148,شیلنگ ترمز چرخ عقب پیکان,JPA,"13,292,160"
5149,شیلنگ ترمز چرخ عقب چپ پراید,JPA,"8,526,560"
5150,شیلنگ ترمز چرخ عقب راست پراید,JPA,"7,676,480"
5151,شیلنگ ترمز چرخ عقب رانا,JPA,"9,853,200"
5152,شیلنگ ترمز عقب چپ تیبا,JPA,"9,222,080"
5153,شیلنگ ترمز عقب راست تیبا,JPA,"8,320,480"
5154,شیلنگ جاذب بخارات بنزین (NBR) 405,JPA,"1,506,960"
5155,شیلنگ خروجی آب از رادیاتور به منبع انبساط نیسان (80 سانتی),JPA,"1,184,960"
5156,شیلنگ خروجی آب از منبع انبساط به موتور (TU3) 206,JPA,"3,052,560"
5157,شیلنگ خروجی آب از منبع انبساط سورن,JPA,"5,873,280"
5158,شیلنگ خروجی لوله فرعی به منیفولد پراید,JPA,"1,097,376"
5159,شیلنگ درب منبع انبساط پراید و تیبا قدیم (زانویی 90 درجه),JPA,"574,448"
5160,شیلنگ دو قلوی بخار روغن 405 (هواکش و منیفولد),JPA,"6,272,560"
5161,شیلنگ دوسرخم پیکان (منیفولد هوا),JPA,"811,440"
5162,شیلنگ رابط شیر بخاری پیکان,JPA,"775,376"
5163,شیلنگ رادیاتور206 (TU3) -باال,JPA,"4,649,680"
5164,شیلنگ رادیاتور206 (TU3) و(TU5) قدیم و دانگ فنگ - پایین(خروجی),JPA,"5,486,880"
5165,شیلنگ رادیاتور206 (TU5) - باال(ورودی),JPA,"5,358,080"
5166,شیلنگ رادیاتور405 کالسیک -باال,JPA,"8,372,000"
5167,شیلنگ رادیاتور405 کالسیک -پایین,JPA,"10,780,560"
5168,شیلنگ رادیاتور405 کوئیک کانکتور -باال,JPA,"12,377,680"
5169,شیلنگ رادیاتور405 کوئیک کانکتور -پایین,JPA,"14,541,520"
5170,شیلنگ رادیاتور405 و سمند(TU5)- (R2) - باال(ورودی),JPA,"5,692,960"
5171,شیلنگ رادیاتور405 و سمند(TU5)- (R2) - پایین(خروجی),JPA,"16,589,440"
5172,شیلنگ رادیاتورL90 -باال - ورودی(جدید),JPA,"12,661,040"
5173,شیلنگ رادیاتورL90 -باال - ورودی(قدیم),JPA,"6,865,040"
5174,شیلنگ رادیاتور پراید - باال(انژکتور -کاربراتور),JPA,"2,447,200"
5175,شیلنگ رادیاتور پراید -پایین - یورو4,JPA,"3,091,200"
5176,شیلنگ رادیاتور پراید - پایین(جدید) - بعد از87 (انژکتور),JPA,"3,091,200"
5177,شیلنگ رادیاتور پراید - پایین(قدیم) - قبل از87 (کاربراتور),JPA,"2,601,760"
5178,شیلنگ رادیاتور پژو پارس(XUP) -ورودی,JPA,"8,372,000"
5179,شیلنگ رادیاتور پیکان -باال,JPA,"2,382,800"
5180,شیلنگ رادیاتور پیکان -پایین,JPA,"3,245,760"
5181,شیلنگ رادیاتور تیبا -باال -ورودی,JPA,"2,975,280"
5182,شیلنگ رادیاتور تیبا -پایین -خروجی,JPA,"2,614,640"
5183,شیلنگ رادیاتور دنا - باال(ورودی),JPA,"4,894,400"
5184,شیلنگ رادیاتور دنا - پایین(خروجی),JPA,"9,067,520"
5185,شیلنگ رادیاتور رانا -باال,JPA,"4,598,160"
5186,شیلنگ رادیاتور رانا -پایین,JPA,"14,412,720"
5187,شیلنگ رادیاتور روا - باال(ورودی) -(بدون کولر),JPA,"3,078,320"
5188,شیلنگ رادیاتور روا - باال(ورودی) -(کولردار),JPA,"3,477,600"
5189,شیلنگ رادیاتور روا - پایین(خروجی),JPA,"3,825,360"
5190,شیلنگ رادیاتور ساینا( تیبا232) - باال(ورودی),JPA,"3,374,560"
5191,شیلنگ رادیاتور سایناS و کوئیک - باال(ورودی),JPA,"3,477,600"
5192,شیلنگ رادیاتور سمندEF7 - باال(ورودی),JPA,"4,894,400"
5193,شیلنگ رادیاتور سمندEF7 - پایین(خروجی),JPA,"10,600,240"
5194,شیلنگ رادیاتور شاهین - باال( ورودی1),JPA,"2,086,560"
5195,شیلنگ رادیاتور شاهین - باال( ورودی2),JPA,"5,474,000"
5196,شیلنگ رادیاتور شاهین - پایین کوچک( خروجی1),JPA,"2,202,480"
5197,شیلنگ رادیاتور شاهین توربوشارژ - باال( ورودی2),JPA,"4,598,160"
5198,شیلنگ رادیاتور نیسان سایپا -باال,JPA,"3,773,840"
5199,شیلنگ رادیاتور نیسان سایپا -پایین,JPA,"5,216,400"
5200,شیلنگ زانوئی تخلیه منبع انبساط تیبا,JPA,"753,480"
5201,شیلنگ ساکشن هیدرولیک فرمان پراید,JPA,"4,404,960"
5202,شیلنگ ساکشن هیدرولیک فرمان تیبا,JPA,"6,182,400"
5203,شیلنگ ضد بنزین دو جداره12*6 پراید,JPA,"3,181,360"
5204,شیلنگ ضد بنزین دو جداره14*8 پراید,JPA,"3,542,000"
5205,شیلنگ ضد بنزین دو جداره16*10 پراید,JPA,"4,546,640"
5206,شیلنگ قالپاق سوپاپ پراید -انژکتور,JPA,"1,018,808"
5207,شیلنگ قالپاق سوپاپ پراید -کاربراتور,JPA,"1,096,088"
5208,شیلنگ قالپاق سوپاپ پراید -گازسوز,JPA,"1,208,144"
5209,شیلنگ قالپاق سوپاپ پیکان(عصایی),JPA,"2,099,440"
5210,شیلنگ گلویی(رابط) باک نیسان(21 سانتی),JPA,"4,675,440"
5211,شیلنگ منیفولد نیسان سایپا انژکتوری,JPA,"1,545,600"
5212,شیلنگ منیفولد نیسان سایپا کاربراتوری,JPA,"1,841,840"
5213,شیلنگ واتر پمپ پراید,JPA,"1,085,784"
5214,شیلنگ ورودی بخاری بین موتور و چهارراهی نیسان سایپا(دوگانه سوز),JPA,"1,957,760"
5215,شیلنگ ورودی چهارراهی به بخاری نیسان سایپا(دوگانه سوز),JPA,"1,021,384"
5216,شیلنگ هیدرولیک فرمان تیبا,JPA,"80,693,200"
5217,شیلنگ هیدرولیک فرمان فشار قوی پژو405,JPA,"75,979,120"
5218,شیلنگ هیدرولیک فرمان فشار قوی سمندEF7,JPA,"124,073,040"
5219,شیلنگ هیدرولیک فشار ضعیف پژو206 مدل90 به قبل,JPA,"59,995,040"
5220,شیلنگ هیدرولیک فشار قوی پژو206 مدل86 الی90,JPA,"119,938,560"
5221,شیلنگ هیدرولیک فشار قوی پژو206 مدل91 الی95 (BE1),JPA,"122,643,360"
5222,شیلنگ یک جداره دو خم پراید,JPA,"1,029,112"
5223,شیلنگ یک جداره سه خم پراید,JPA,"1,208,144"
5224,شیلنگ یک سرخم پیکان( کاربراتور1600),JPA,"701,960"
5225,شیلنگ یک سرگشاد پیکان(تخلیه بخارات روغن),JPA,"1,416,800"
5226,شیم سوپاپ سایز2.00 ( بسته12 عددی),JPA,"2,640,400"
5227,شیم سوپاپ سایز2.05 ( بسته12 عددی),JPA,"2,640,400"
5228,شیم سوپاپ سایز2.15 ( بسته12 عددی),JPA,"2,640,400"
5229,شیم سوپاپ سایز2.20 ( بسته12 عددی),JPA,"2,640,400"
5230,شیم سوپاپ سایز2.25 ( بسته12 عددی),JPA,"2,640,400"
5231,شیم سوپاپ سایز2.35 ( بسته12 عددی),JPA,"2,640,400"
5232,شیم سوپاپ سایز2.40 ( بسته12 عددی),JPA,"2,640,400"
5233,شیم سوپاپ سایز2.50 ( بسته12 عددی),JPA,"2,640,400"
5234,شیم سوپاپ سایز2.55 ( بسته12 عددی),JPA,"2,640,400"
5235,شیم سوپاپ سایز2.60 ( بسته12 عددی),JPA,"2,640,400"
5236,شیم سوپاپ سایز2.65 ( بسته12 عددی),JPA,"2,640,400"
5237,شیم سوپاپ سایز2.70 ( بسته12 عددی),JPA,"2,640,400"
5238,شیم سوپاپ سایز2.80 ( بسته12 عددی),JPA,"2,640,400"
5239,شیم سوپاپ سایز2.90 ( بسته12 عددی),JPA,"2,640,400"
5240,شیم سوپاپ سایز3.00 ( بسته12 عددی),JPA,"2,640,400"
5241,شیم سوپاپ سایز3.10 ( بسته12 عددی),JPA,"2,640,400"
5242,شیم سوپاپ سایز3.15 ( بسته12 عددی),JPA,"2,640,400"
5243,شیم سوپاپ سایز3.20 ( بسته12 عددی),JPA,"2,640,400"
5244,شیم سوپاپ سایز3.25 ( بسته12 عددی),JPA,"2,640,400"
5245,شیم سوپاپ سایز3.30 ( بسته12 عددی),JPA,"2,640,400"
5246,شیم سوپاپ سایز3.35 ( بسته12 عددی),JPA,"2,640,400"
5247,شیم سوپاپ سایز3.40 ( بسته12 عددی),JPA,"2,640,400"
5248,شیم سوپاپ سایز3.45 ( بسته12 عددی),JPA,"2,640,400"
5249,شیم سوپاپ سایز3.50 ( بسته12 عددی),JPA,"2,640,400"
5250,شیم سوپاپ سایز3.55 ( بسته12 عددی),JPA,"2,640,400"
5251,شیم سوپاپ سایز3.60 ( بسته12 عددی),JPA,"2,640,400"
5252,شیم سوپاپ سایز3.65 ( بسته12 عددی),JPA,"2,640,400"
5253,شیم سوپاپ سایز3.70 ( بسته12 عددی),JPA,"2,640,400"
5254,شیم سوپاپ سایز3.90 ( بسته12 عددی),JPA,"2,640,400"
5255,شیم سوپاپ سایز3.95 ( بسته12 عددی),JPA,"2,640,400"
5256,شیم سوپاپ سایز4.00 ( بسته12 عددی),JPA,"2,640,400"
5257,صافی اویل پمپ پراید,JPA,"2,460,080"
5258,صافی بنزین405 -فلزی,JPA,"1,764,560"
5259,صافی بنزین پراید سر صاف(پلیمری) -با دیاق,JPA,"3,142,720"
5260,صافی بنزین پراید سر کج(پلیمری) -با دیاق,JPA,"3,142,720"
5261,صافی بنزین پژو405 -206 - تندر90 و تیبا -پلیمری,JPA,"2,782,080"
5262,صفحه تقسیم گیربکس پراید,JPA,"4,649,680"
5263,ضربه گیر اکسل عقب(مربعی) پژو405,JPA,"9,183,440"
5264,ضربه گیر دوطرفه405 (کله قندی),JPA,"2,910,880"
5265,ضربه گیر طرفین پژو206 -چپ,JPA,"2,717,680"
5266,ضربه گیر طرفین پژو206 -راست,JPA,"2,189,600"
5267,طبق پیکان ، آردی و آریسان,JPA,"9,866,080"
5268,طبق چرخ جلو206 - تیپ5 -چپ,JPA,"39,786,320"
5269,طبق چرخ جلو206 - تیپ5 -راست,JPA,"39,786,320"
5270,طبق چرخ جلو405 -چپ,JPA,"43,328,320"
5271,طبق چرخ جلو405 -راست,JPA,"43,328,320"
5272,طبق چرخ جلو پراید(بوش الستیکی),JPA,"12,223,120"
5273,طبق چرخ جلو پراید با بوش فلزی,JPA,"12,673,920"
5274,طبق چرخ جلو تیبا -چپ,JPA,"20,337,520"
5275,طبق چرخ جلو تیبا -راست,JPA,"20,337,520"
5276,عایق حرارتی منیفولد دود پژو405 -0.8mm,JPA,"4,598,160"
5277,غلطک هرزگرد پایه بلند( نوعA) کولر سمندEF7 و دنا,JPA,"7,367,360"
5278,غلطک هرزگرد پایه کوتاه( نوعB) سمندEF7,JPA,"4,984,560"
5279,غلطک هرزگرد پایین دینام و کولر پژو206,JPA,"7,290,080"
5280,غلطک هرزگرد تسمه سفت کن پژو206 و رانا,JPA,"3,606,400"
5281,غلطک هرزگرد تسمه سفت کن پژو405,JPA,"3,271,520"
5282,غلطک هرزگرد تسمه سفت کن دینام آردی و روا و آریسان,JPA,"6,800,640"
5283,غلطک هرزگرد دوبل کولر( نوعC) سمندEF7 وR2,JPA,"8,475,040"
5284,غلطک هرزگرد دینام و کولر شاهین با بلبرینگ دو ردیفه,JPA,"11,463,200"
5285,فلایویل پراید -کامل,JPA,"19,112,080"
5286,فلایویل پژو 206 -TU3 -کامل,JPA,"27,114,240"
5287,فلایویل پژو 206 -TU5 -کامل,JPA,"30,602,880"
5288,فلایویل پژو 405 -1800cc -کامل,JPA,"32,612,160"
5289,فلایویل پیکان -کامل,JPA,"27,796,880"
5290,فلایویل تیبا 200 -کامل,JPA,"28,902,720"
5291,فلایویل تیبا 215 -کامل,JPA,"30,602,880"
5292,فلایویل سمند - EF7 -کامل,JPA,"32,612,160"
5293,فلایویل سمند - EF7 - توربو -کامل,JPA,"33,535,840"
5294,فلایویل شاهین -کامل,JPA,"32,108,000"
5295,فندک پراید - طرح جدید,JPA,"5,202,255"
5296,فندک پراید - طرح قدیم,JPA,"5,202,255"
5297,فندک پژو 206,JPA,"5,814,745"
5298,فندک پژو 405، سمند، پارس و زانتیا,JPA,"5,202,255"
5299,فندک تیبا,JPA,"6,425,740"
5300,فندک دنا، سورن و رانا,JPA,"5,440,765"
5301,فنر لنت جلو پراید فولادی,JPA,"1,674,400"
5302,فنر نیم ست (8تیکه) لنت عقب پژو 405 (چپ),JPA,"1,674,400"
5303,فنر نیم ست (8تیکه) لنت عقب پژو 405 (راست),JPA,"1,674,400"
5304,فنر نیم ست لنت عقب پیکان (چپ),JPA,"1,674,400"
5305,فنر نیم ست لنت عقب پیکان (راست),JPA,"1,674,400"
5306,فنرلول اکسل پراید - جلو,JPA,"2,798,640"
5307,فنرلول اکسل پراید - CNG - عقب,JPA,"3,812,480"
5308,فنرلول اکسل پراید معمولی - عقب,JPA,"2,798,640"
5309,فنرلول اکسل پژو 206 تیپ 2 - جلو,JPA,"3,323,040"
5310,فنرلول اکسل پژو 405 - جلو,JPA,"3,323,040"
5311,فنرلول اکسل پیکان - جلو,JPA,"2,375,440"
5312,فنرلول اکسل تیبا - عقب,JPA,"3,137,200"
5313,فنرلول اکسل تیبا و کوئیک و ساینا - جلو,JPA,"3,137,200"
5314,فیوز دوشاخ 10 آمپر,JPA,"88,780"
5315,فیوز دوشاخ 15 آمپر,JPA,"88,780"
5316,فیوز دوشاخ 20 آمپر,JPA,"88,780"
5317,فیوز دوشاخ 25 آمپر,JPA,"88,780"
5318,فیوز دوشاخ 30 آمپر,JPA,"88,780"
5319,فیوز دوشاخ 40 آمپر,JPA,"88,780"
5320,قاب بغل صندلی پژو 405 (مشکی) - راست,JPA,"1,738,800"
5321,قاب تسمه تایم سمند - EF7 - بالایی,JPA,"1,389,200"
5322,قاب تسمه تایم 206 تیپ 2 - بالایی,JPA,"1,738,800"
5323,قاب تسمه تایم 206 تیپ 2 - پایینی,JPA,"1,389,200"
5324,قاب تسمه تایم 206 تیپ 5 - بالایی پشتی - بدون پیچ,JPA,"1,738,800"
5325,قاب تسمه تایم 206 تیپ 5 - بالایی جلویی - پیچ دار,JPA,"1,738,800"
5326,قاب تسمه تایم 405 - پایینی,JPA,"330,280"
5327,قاب تسمه تایم 405 - پایینی بهینه (لبه دار),JPA,"330,280"
5328,قاب تسمه تایم 405 - میان,JPA,"922,415"
5329,قاب تسمه تایم سمند - EF7 - پایینی - بزرگ,JPA,"1,738,800"
5330,قاب تسمه تایم سمند - EF7 - پایینی - کوچک,JPA,"1,389,200"
5331,قاب دستگیره داخلی درب پژو 405 - چپ,JPA,"484,288"
5332,قاب دستگیره داخلی درب پژو 405 - راست,JPA,"484,288"
5333,قاب دستگیره داخلی درب سمند -راست,JPA,"484,288"
5334,قاب زنجیر روی اویل پمپ پژو405,JPA,"1,117,984"
5335,قاب ستون داخلی پراید131 - عقب راست(طوسی),JPA,"1,996,400"
5336,قاب فیلتر هواکش روی بخاری پژو405,JPA,"1,455,440"
5337,قاب محافظ(هواکش بخاری) سمند,JPA,"2,846,480"
5338,قاب محافظ فیلتر اتاق( قاب محافظ موتور برف پاک کن) پژو405,JPA,"2,408,560"
5339,قفل جانبی درب تیبا -جلو راست,JPA,"7,148,400"
5340,قیفی روغن برگردان گیربکس پراید(تک سوراخ و دو سوراخ) (جفت),JPA,"234,416"
5341,قیفی روغن برگردان گیربکس تیبا(جفت),JPA,"327,152"
5342,قیفی کامل گیربکس206,JPA,"3,065,440"
5343,کابل ترمزدستی206 - تیپ2,JPA,"3,696,560"
5344,کابل ترمزدستی206 - تیپ5,JPA,"4,585,280"
5345,کابل ترمزدستی405 - شاخه چپ(بلند),JPA,"1,906,240"
5346,کابل ترمزدستی405 - شاخه راست(کوتاه),JPA,"1,906,240"
5347,کابل ترمزدستیRD,JPA,"5,654,320"
5348,کابل ترمزدستی پراید -صبا,JPA,"10,793,440"
5349,کابل ترمزدستی پراید -صبا دوگانه سوز,JPA,"10,793,440"
5350,کابل ترمزدستی پیکان بهینه(وسط),JPA,"5,474,000"
5351,کابل ترمزدستی پیکان قدیم(بغل),JPA,"5,332,320"
5352,کابل ترمزدستی تیبا - شاخه اصلی(باک فلزی),JPA,"9,338,000"
5353,کابل تقویت اتصال بدنه پراید و پژو30 سانتی نمره16,JPA,"4,430,720"
5354,کابل تقویت اتصال بدنه پراید و پژو50 سانتی نمره16,JPA,"6,530,160"
5355,کابل تقویت اتصال بدنه پراید و پژو70 سانتی نمره16,JPA,"8,629,600"
5356,کابل تقویت اتصال بدنه منفی دوتکه(سه سر),JPA,"7,302,960"
5357,کابل کالچ سمند توربو شارژ(خود رگالژ) (IK00739880),JPA,"11,089,680"
5358,کابل کالچ206 مدل قبل96 (خود رگالژ) (9652759680),JPA,"8,114,400"
5359,کابل کالچL90 -وزنه دار,JPA,"7,612,080"
5360,کابل کالچ آردی - بهینه(72314068),JPA,"5,705,840"
5361,کابل کالچ آردی - معمولی(72314053),JPA,"5,319,440"
5362,کابل کالچ پراید(سرسربی),JPA,"4,224,640"
5363,کابل کالچ پراید انژکتور - قدیم(KDX1841150B),JPA,"2,524,480"
5364,کابل کالچ پراید و تیبا و ساینا و کوئیک وزنه دار,JPA,"4,984,560"
5365,کابل کالچ پژو206 مدل قبل96 (رگالژ دستی) -بدون یو,JPA,"4,186,000"
5366,کابل کالچ پژو206 و207 مدل بعد96 (خود رگالژ) (YG20235216),JPA,"9,350,880"
5367,کابل کالچ پژو206 و207 مدل بعد96 (رگالژ دستی),JPA,"5,126,240"
5368,کابل کالچ پیکان -( مدل80 به باال),JPA,"5,023,200"
5369,کابل کالچ رانا(خود رگالژ) (YG20235212),JPA,"10,922,240"
5370,کابل کالچ رانا(رگالژ دستی),JPA,"5,886,160"
5371,کابل کالچ ریو,JPA,"2,962,400"
5372,کابل کالچ زانتیا2000,JPA,"5,036,080"
5373,کابل کالچ سمندEF7 (رگالژ دستی),JPA,"4,868,640"
5374,کابل کالچ سمندEF7 و دنا(خود رگالژ) (YG20235213),JPA,"9,827,440"
5375,کابل کالچ سمندR2 و پارس با موتورTU5 و پژو405 (YG20235215) (خود رگالژ),JPA,"9,685,760"
5376,کابل کالچ سمند و پژو405 و پارس مدل بعد96 (خود رگالژ) (YG20235209),JPA,"9,634,240"
5377,کابل کالچ کوتاه پژو405,JPA,"4,250,400"
5378,کابل کالچ وزنه دار سمندR2 و پارس با موتورTU5 و پژو405 (رگالژ دستی),JPA,"6,040,720"
5379,کابل مثبت باطری پراید,JPA,"17,684,240"
5380,کابل مثبت باطری پژو206 TU5 و پارس و سمند,JPA,"24,781,120"
5381,کابل مثبت باطری پژو405,JPA,"24,768,240"
5382,کابل مثبت باطری پیکان,JPA,"9,402,400"
5383,کابل مثبت باطری سمندEF7,JPA,"41,615,280"
5384,کابل منفی باطری پراید,JPA,"14,374,080"
5385,کابل منفی باطری پژو206,JPA,"15,056,720"
5386,کابل منفی باطری پژو405,JPA,"14,052,080"
5387,کابل منفی باطری پیکان,JPA,"11,051,040"
5388,کاپ گریس خور پراید,JPA,"310,408"
5389,کاپ گریس خور پژو206,JPA,"504,896"
5390,کاپ گریس خور پژو405,JPA,"504,896"
5391,کاپ گریس خور پیکان,JPA,"703,248"
5392,کاپ گریس خور تیبا,JPA,"320,712"
5393,کاپ گریس خور سمند,JPA,"504,896"
5394,کارتر206 - تیپ5,JPA,"40,559,120"
5395,کارتر405 و پرشیا و سمند,JPA,"39,322,640"
5396,کارتر پراید,JPA,"17,542,560"
5397,کارتر پژو207 و تارا با موتورEC5,JPA,"41,370,560"
5398,کارتر سمندEF7,JPA,"23,209,760"
5399,کاسه چرخ پراید وانت با رینگ,JPA,"16,731,120"
5400,کاسه چرخ پیکان,JPA,"13,098,960"
5401,کاسه چرخ تیبا با رینگ,JPA,"18,701,760"
